RUN	File	Counts	Error	Data	Ora	Durata	Volume	Rate	ErrRate
RUN3919	8	1165.689585270634	21.554744447681394	20250213	05:12	27079.242431640625	100.0	4.539945799114524	0.08394805336063724
RUN3919	9	1211.6596785259055	23.83978481380677	20250213	05:12	30160.89013671875	100.0	4.7062119873009305	0.09259619929080058
RUN3919	10	1205.6553687962023	21.534134093565964	20250213	05:12	33165.4970703125	100.0	4.802964070314004	0.08578543671230812
RUN3919	11	818.4065237727078	22.00054143460242	20250213	05:12	35079.474853515625	100.0	5.118067493990373	0.13758474877199162
RUN3936	0	1131.3209715103046	21.375941192592585	20250213	16:11	3008.95361328125	100.0	4.5003279569326375	0.08503223062005809
RUN3936	1	1158.1836416749095	22.357590627713915	20250213	16:11	6082.555908203125	100.0	4.510280721294117	0.08706651204029749
RUN3936	2	1257.4475364816417	27.105788278280777	20250213	16:11	9220.52490234375	100.0	4.7963961402487145	0.10339206567624688
RUN3936	3	1223.1617893728865	24.31715044777464	20250213	16:11	12357.125732421875	100.0	4.667652017191962	0.09279557072994332
RUN3936	4	1278.9764754439814	25.000481746189998	20250213	16:11	15437.244873046875	100.0	4.970142714592365	0.09715265651699467
RUN3936	5	1259.6539990649662	28.05707805602071	20250213	16:11	18570.73828125	100.0	4.81167519067544	0.10717351471531869
RUN3936	6	168.7629740352759	9.541317077858087	20250213	16:11	19067.406707763672	100.0	4.067096117070294	0.2299405652271911
RUN3937	0	1177.5470171742606	21.404393513501418	20250214	00:00	3139.35498046875	100.0	4.489641349069879	0.0816086735972411
RUN3937	1	1193.254813604096	22.689946894003455	20250214	00:00	6280.648681640625	100.0	4.546722723007049	0.08645671984778375
RUN3937	2	1146.2311146876857	23.533939509829125	20250214	00:00	9420.693603515625	100.0	4.369282754515011	0.08970829244511741
RUN3937	3	1085.3902289099717	23.239009488462912	20250214	00:00	12569.29931640625	100.0	4.126116129183346	0.08834320534918416
RUN3937	4	1065.8435068773135	20.506308107122894	20250214	00:00	15710.023681640625	100.0	4.061976800111251	0.07815044821270789
RUN3937	5	1091.4512206733382	22.508095457314596	20250214	00:00	18832.049560546875	100.0	4.184481486733681	0.08629309946134188
RUN3937	6	1149.6130379017882	28.151051997976705	20250214	00:00	21974.733154296875	100.0	4.378494824821039	0.10721802156260778
RUN3937	7	1158.8423032852259	24.708060222204637	20250214	00:00	25111.178466796875	100.0	4.422424625358624	0.09429197886697024
RUN3937	8	1110.3100478360275	22.938289235901845	20250214	00:00	28262.518798828125	100.0	4.2171862396009505	0.08712434685623763
RUN3937	9	833.148718073471	18.47745946740719	20250214	00:00	30613.15087890625	100.0	4.242400742165042	0.09408738927080733
RUN3938	0	1093.2770517287486	25.618991051018185	20250214	08:39	2889.5205078125	100.0	4.528749192328681	0.10612313214396488
RUN3938	1	1072.2172985476436	26.063429304127364	20250214	08:39	5852.15185546875	100.0	4.331905902457469	0.10529985236552815
RUN3938	2	1062.667410242078	25.180149436159176	20250214	08:39	8801.21630859375	100.0	4.313074065479868	0.10219928497973367
RUN3938	3	1029.3488077525164	21.672308816021907	20250214	08:39	11747.754150390625	100.0	4.181425479926023	0.08803735294550141
RUN3940	0	1027.4375478752956	26.679441637995893	20250214	12:11	2973.344970703125	100.0	4.136032589799401	0.10740024084246862
RUN3940	1	1038.533853162981	21.285663111826846	20250214	12:11	5927.099609375	100.0	4.20842953338686	0.0862554581198398
RUN3940	2	974.7825629705399	20.284582302649376	20250214	12:11	8890.584716796875	100.0	3.9371215355389517	0.08192890276965982
RUN3940	3	1018.3873534408528	21.23976715995836	20250214	12:11	11945.749267578125	100.0	3.9898099565648155	0.0832125754543181
RUN3940	4	703.9164630925786	20.090746867676202	20250214	12:11	14195.3466796875	100.0	3.7453304141909483	0.10689689648219358
RUN3945	0	2081.826859496545	37.28521505291891	20250214	17:10	6297.83154296875	100.0	3.956647734711197	0.0708629831555866
RUN3945	1	2076.2278083048336	33.816065656341785	20250214	17:10	12902.0908203125	100.0	3.762917589884363	0.06128762353049577
RUN3945	2	264.3892073362201	11.219326032585753	20250214	17:10	13698.867736816406	100.0	3.971739880542005	0.1685403314506605
RUN3947	0	2134.5691328175303	34.911317239834936	20250214	21:21	6299.6376953125	100.0	4.055724725786065	0.06633221213710087
RUN3947	1	1035.755081126067	24.01180289706121	20250214	21:21	9457.48486328125	100.0	3.925904976461327	0.09101384893511061
RUN3949	0	1938.7580966922021	36.13832052526959	20250215	05:39	6298.8505859375	100.0	3.6841400939130966	0.06867212356249179
RUN3949	1	1670.833213484615	27.588480430947076	20250215	05:39	12140.27001953125	100.0	3.4236434316206448	0.05653054958060084
RUN3950	0	1124.7903818431168	23.6437798840383	20250215	09:06	3781.21728515625	100.0	3.560522856241599	0.07484436215316564
RUN3951	0	2035.6127970867649	28.59126157385137	20250215	10:15	7202.31494140625	100.0	3.382960156058137	0.0475154699627547
RUN3951	1	1837.22252268073	31.657355315490356	20250215	10:15	13366.47705078125	100.0	3.5674798416930034	0.06147158307450748
RUN3975	0	1732.2459029491943	32.02767241498793	20250215	21:17	6146.01123046875	100.0	3.373572220505914	0.062374323277493614
RUN3975	1	372.67083975447883	14.348547588859589	20250215	21:17	7545.0997314453125	100.0	3.1882622964709206	0.12275426034625764
RUN3976	0	1695.73068376415	29.47444350188007	20250216	00:18	6452.1474609375	100.0	3.1457659896050867	0.05467831821320446
RUN3976	1	1833.296214629063	31.615114225305984	20250216	00:18	12930.615234375	100.0	3.3871478760631972	0.05841121917191512
RUN3976	2	360.453354190871	14.550578703795432	20250216	00:18	14300.347900390625	100.0	3.1498297210034885	0.12715055839027067
RUN3977	0	1815.7709823107243	31.47897741894738	20250216	04:22	6537.76123046875	100.0	3.3243430560717164	0.05763222400533348
RUN3977	1	1648.023635362446	26.48492276452175	20250216	04:22	13120.59814453125	100.0	2.996568145988907	0.04815700102971402
RUN3977	2	368.37024480145027	15.0977133783098	20250216	04:22	14643.59619140625	100.0	2.895069638787342	0.11865489201012168
RUN3978	0	1572.1784069027808	28.24106251691971	20250216	08:31	6352.71875	100.0	2.9622111830300937	0.05321024054329519
RUN3978	1	1647.3672266762535	30.605307240448752	20250216	08:31	12875.9375	100.0	3.022750473112641	0.056157610423923435
RUN3978	2	356.16021249566654	12.670300314345797	20250216	08:31	14384.871948242188	100.0	2.82519771874896	0.10050562159407268
RUN3990	0	1247.8375628101755	26.06398619471652	20250216	17:31	5683.19580078125	100.0	2.6280840737508675	0.05489364085381129
RUN3990	1	1313.2376816991436	25.14082780549217	20250216	17:31	11415.0400390625	100.0	2.74234931955825	0.05249996477128009
RUN3990	2	563.9321568744738	16.326414924377314	20250216	17:31	13778.607177734375	100.0	2.855832523159043	0.08267928359688193
RUN4002	0	1247.9771903587516	23.50760641440664	20250216	21:37	5446.6787109375	100.0	2.7425130851867006	0.05165953247462487
RUN4002	1	715.7878058550718	20.280030844083047	20250216	21:37	8544.52099609375	100.0	2.765660139896507	0.0783579609523391
RUN4005	0	1278.3646776840885	25.12857510448803	20250217	01:43	5664.3642578125	100.0	2.7013285399855587	0.05309950930582489
RUN4005	1	1223.0611640969878	24.789318934920548	20250217	01:43	11386.41015625	100.0	2.5584130262696543	0.05185457468292605
RUN4005	2	746.5022477056341	17.896832972357835	20250217	01:43	14382.225830078125	100.0	2.9825645359964335	0.07150475366157863
RUN4006	0	1251.147298512037	26.396107139472605	20250217	08:37	5738.76806640625	100.0	2.6095377754276363	0.05505477955042413
RUN4006	1	1195.6763785292333	24.667476919915742	20250217	08:37	11537.03662109375	100.0	2.4682499768591835	0.05092138678163899
RUN4006	2	639.308566084567	17.535302173976724	20250217	08:37	14383.911865234375	100.0	2.6879173228119684	0.07372565451897864
RUN4007	0	1254.6153772282987	22.70969067909301	20250217	09:55	5488.43896484375	100.0	2.736122804446189	0.0495263358610012
RUN4007	1	1315.1164716780231	27.935262808812997	20250217	09:55	11131.02978515625	100.0	2.789712688933947	0.05925814086034043
RUN4007	2	638.128477979357	17.06539079287575	20250217	09:55	14164.768798828125	100.0	2.517698541917721	0.06733050004684056
RUN4036	0	1135.047746629874	24.585616544828152	20250217	21:29	5696.8681640625	100.0	2.3847989957820928	0.051655759698987294
RUN4036	1	630.7056298860233	20.478270620488093	20250217	21:29	8917.25146484375	100.0	2.3441908164588763	0.07611312100414092
RUN4045	0	1123.0136505032083	23.594393900432056	20250218	01:40	5923.634765625	100.0	2.2691885339913274	0.047675402771234957
RUN4045	1	1088.6122065274074	24.024198327688346	20250218	01:40	11890.359375	100.0	2.183790762270881	0.04819330709723078
RUN4045	2	489.1300602955783	13.87344840047929	20250218	01:40	14363.02587890625	100.0	2.367732452833857	0.06715721783829963
RUN4049	0	955.6076507701574	23.180772963746154	20250218	08:08	5244.7412109375	100.0	2.1808679633030836	0.052902679337584704
RUN4049	1	961.2467123654233	22.550352578771207	20250218	08:08	10797.37451171875	100.0	2.072095142397792	0.048610284370019255
RUN4049	2	605.2045632461554	20.049920477180947	20250218	08:08	14383.107421875	100.0	2.0202172507292997	0.06692810610431048
RUN4050	0	966.8970713541225	24.300358797209213	20250218	12:10	5217.23046875	100.0	2.2182681386552874	0.05575020679527792
RUN4050	1	197.6677155221553	11.10816785766159	20250218	12:10	6392.18701171875	100.0	2.0136674851998926	0.11316039331981144
RUN4072	0	788.5106338499395	16.754226910527812	20250219	00:00	5731.03857421875	100.0	1.646827238150262	0.034991686917006354
RUN4072	1	725.9445285000078	19.555646466714393	20250219	00:00	10857.38134765625	100.0	1.6949996499005358	0.04566025724189915
RUN4074	0	779.1018260959739	20.312666338855593	20250219	03:00	5939.59375	100.0	1.570042104401928	0.04093398364175114
RUN4074	1	804.4652095086398	19.930737149336004	20250219	03:00	11961.9921875	100.0	1.5988642825544417	0.039612084371576574
RUN4074	2	400.8119612653264	13.916725135486118	20250219	03:00	14897.161865234375	100.0	1.6344862814696663	0.05675154066043069
RUN4075	0	555.6726403902975	17.213736461881467	20250219	07:25	3713.047119140625	100.0	1.791275442506376	0.05549048334697038
RUN4077	0	812.3302276038968	24.531092735757596	20250219	09:37	5940.43701171875	100.0	1.6367714356879717	0.049427917996521104
RUN4078	0	807.7888137791196	21.71160240241455	20250219	11:23	6229.5302734375	100.0	1.552088040877892	0.04171674311684357
RUN4078	1	632.9220524835255	15.4846330822168	20250219	11:23	11168.11572265625	100.0	1.5339862747207325	0.03752944698956502
RUN4082	0	672.4385215920811	20.81195622735111	20250219	16:25	3908.098388671875	107.5	1.9158100630396402	0.05929427582093077
RUN4083	0	775.4000432183825	22.06368479848926	20250219	17:35	3591.6748046875	114.0	2.2667194956018917	0.06449855776377011
RUN4084	0	903.6074585881589	26.436325020580632	20250219	18:37	3628.888916015625	121.0	2.4631711034546075	0.07206358386413783
RUN4085	0	1126.4191319060924	25.258737595840373	20250219	19:40	3571.928466796875	128.0	2.9489072567629253	0.06612607375285058
RUN4086	0	1326.167474634611	27.447321391642884	20250219	20:42	3565.7080078125	135.0	3.297559540886961	0.06824867768057734
RUN4087	0	1512.2830259444622	20.907494348461896	20250219	21:44	3546.608154296875	142.0	3.5942256856376673	0.04969060150803135
RUN4091	0	1014.401239611609	20.18758724417797	20250219	22:45	2137.56298828125	148.0	3.83798217415316	0.07637963850673324
RUN4093	0	1018.6794112306064	24.55553986835593	20250219	23:24	2090.20654296875	149.7	3.8967302588927315	0.09393172589291503
RUN4094	0	1724.95828590854	30.9349569343486	20250220	00:38	3568.072021484375	149.7	3.8654227937911028	0.06932149527082383
RUN4095	0	1752.1842506209439	31.323658420490716	20250220	01:38	3551.972900390625	149.7	3.9442292266000822	0.07051067202684538
RUN4096	0	1720.1496920437658	33.67859716976689	20250220	02:40	3598.716796875	149.7	3.821823171994319	0.07482700119589507
RUN4097	0	1849.598205858893	33.19346171521417	20250220	03:43	3573.217529296875	149.7	4.138757281000074	0.07427541880191499
RUN4098	0	1663.5796109880368	29.326966327481625	20250220	04:47	3567.2197265625	149.7	3.7287712909771233	0.06573388455297235
RUN4105	0	1685.7896760017936	28.191065009048977	20250220	11:40	3663.794921875	149.7	3.678953101997526	0.061522269082601916
RUN4106	0	704.61911248886	20.571770879191515	20250220	12:45	1537.612548828125	149.7	3.6640342320612107	0.10697364204220242
RUN4107	0	932.5965776880262	23.66363195260528	20250220	13:22	2075.6005859375	149.7	3.592543628257285	0.09115691846469134
RUN4116	0	1476.5854302404996	28.339311844533142	20250220	19:03	3406.462158203125	149.7	3.4658281771791093	0.06651778048267154
RUN4117	0	1532.1255963023716	27.038489153949183	20250220	20:02	3570.165771484375	149.7	3.4312945809022892	0.060554449017521154
